"type"," activeFrom"," activeTo"," user"," description"," publicDescription","  lat"," lon"
"incident","2013-04-17 16:51:00.0","2013-04-17 16:51:00.0","ronie","D: collision between a motorcycle and a taxi
A: Banawa / Forest Hills
R: Patrol 2
I:0
F:0
N:353-12 / 57","A Taxi and a motorcycle.","10.314634288766412","123.88242602348326"
"incident","2013-04-17 18:55:00.0","2013-04-17 18:55:00.0","ronie","D: two PUJ's collided with each other
A: MJ Cuenco Ave. fronting Mabolo Elem school
R: T/E Dela Cruz
I:0
F:0
N:","collision between two PUJ's","10.314022072015858","123.91429066658019"
"incident","2013-04-17 19:41:00.0","2013-04-17 19:41:00.0","ronie","D: A pedestrian got hit by a motorcycle 
A: Talamban / near Villa del Rio Subd.
R: Car 501
I: 1 female / 9 y.o
F: 0
N: 344-12 / 324","pedestrian got hit by a motorcycle.","10.391225855181638","123.921639919281"
"incident","2013-04-17 21:05:00.0","2013-04-17 21:05:00.0","ronie","D: two PUJ's collided with each other
A: Magallanes near Cebu Bazzar
R:
I:
F:
N:","Two PUJ's collided with each other.","10.293944925547017","123.89841198921202"
"incident","2013-04-18 20:43:00.0","2013-04-18 20:50:00.0","eric","D: Two pedestrians got hit by a motorcycle
A: SRP / Mambaling Exit
R: T/E Usman
I: 1 female/52 yo  , 1 male/10 yo
F: 0
N: 353-13 / 76","Motorcycle vs Pedestrians","10.282037370537175","123.88331651687622"
"incident","2013-04-18 15:17:00.0","2013-04-18 15:20:00.0","kieth","D: collision between a taxi and and Armored Car
A: M. Cui St. / fronting Chong Hua Hospital
R: T/E Alce
I: 0
F:0
N:","An Armored Car collided with a taxi.","10.31045430244324","123.89166355133057"
"incident","2013-04-18 15:32:00.0","2013-04-18 15:32:00.0","ronie","D: collision between a Toyota Rev-O and an ISUZU Elf truck.
A: Osmena Blvd. / fronting Trans Asia office
R: Tango 26
I:0
F:0
N:","Collision between two private vehicles.","10.293575460292542","123.90442013740538"
"incident","2013-04-18 16:04:00.0","2013-04-18 16:04:00.0","ronie","D: collision  between a Multicab and an ISUZU Crosswind
A: Guadalupe / Labra, back of church
R: Miner 18
I:0
F:0
N:","Collision between a Multicab and an SUV","10.330994812398147","123.8799798488617"
"incident","2013-04-18 17:11:00.0","2013-04-18 17:11:00.0","ronie","D: a pedestrian got hit by a motorcycle
A: N. Escario st. Bridge
R: T/E Abayata
I: 1 male / age not indicated
F:0
N:344-12/ 330","A pedestrian got hit by a motorcycle.","10.318033125624254","123.89759659767151"
"incident","2013-04-18 18:35:00.0","2013-04-18 18:35:00.0","ronie","D: A PUJ collided with a Multicab
A: N.Bacalso Ave.
R: Miner 18
I:0
F:0
N:","A PUJ and a Multicab","10.296710623136475","123.88537645339966"
"incident","2013-04-18 22:11:00.0","2013-04-18 22:11:00.0","ronie","D: A pedestrian got hit b a motorcycle
A: Salinas Dr. / fronting Waterfront Hotel Entrance
R: T/E Garces
I: 1 male / 20 y.o.
F:0
N:344-12 / 331","A Pedestrian git hit by a motorcyle","10.327121139504086","123.9059007167816"
"incident","2013-04-19 16:58:00.0","2013-04-19 17:12:00.0","kieth","D: an armored car collided with a taxi 
A: A. Soriano / fronting APM Mall
R: T/E Ostria
I: 0
F:0
N:","Armor Vehicle and a Taxi.","10.313082633652641","123.9172089099884"
"incident","2013-04-19 17:11:00.0","2013-04-19 17:11:00.0","ronie","D: A motorcycle collided with a NISSAN Pick up truck
A: Salinas / Gorordo Ave. JY Mall
R: T/E Palang
I:0
F:0
N:","Motorcycle and an SUV ","10.33066761026642","123.89809012413023"
"incident","2013-04-19 16:07:00.0","2013-04-19 16:25:00.0","eric","D: pedestrian got hit by a motorcycle
A: V.Rama / near Guadalupe Brgy. Hall
R: Miner 18
I:1 female / 22 y.o.
F:0
N:","Motorcycle vs. Pedestrian","10.303498091124403","123.88672828674315"
"-","2013-04-19 16:10:37.13",,"eric",,"responded by Tango 40",
"incident","2013-04-19 17:28:00.0","2013-04-19 17:28:00.0","ronie","D: a pedestrian got hit by a taxi
A: Veteran's Drive fronting Marco Polo Hotel
R: T/E Palang
I: 1 male / 44 y.o
F:0
N:353-13 / 67","A pedestrian got hit by a taxi.","10.341549537099338","123.89668464660643"
"incident","2013-04-19 17:39:00.0","2013-04-19 17:39:00.0","ronie","D: collision between a PUJ and Hyundai Tucson SUV
A: F.Cabahug / Almendras
R: T/E Artes
I: 0
F:0
N:","PUJ and an SUV","10.321495257107404","123.91223073005675"
"incident","2013-04-19 15:58:00.0","2013-04-19 16:13:00.0","eric","D: collision of two buses
A: C.Padilla / near Sunrise Bus Line office
R: T/E Sitones
I:0
F:0
N:","Bus vs. Bus","10.290746397718053","123.877694606781"
"-","2013-04-19 16:00:14.91",,"eric",,"responded by T/E Sitones",
"incident","2013-04-19 19:54:00.0","2013-04-19 19:54:00.0","ronie","D: A bicycle got hit by a PUJ
A: A.Soriano / J.Luna near SM Cebu Mall
R:T/E Ostria
I: 1 female / 43 y.o.
F:0
N:344-12 / 335","A Bicycle and a PUJ","10.31242819178815","123.91629695892333"
"incident","2013-04-19 20:08:00.0","2013-04-19 20:08:00.0","ronie","D: A Multicab and a PUJ collided with each other
A: MJ. Cuenco Ave. / Mactan AYALA Access Rd.
R: T/E Cuyos
I:0
F:0
N:","PUJ and a Multicab.","10.311900415100236","123.90983819961548"
"incident","2013-04-19 19:32:00.0","2013-04-19 19:32:00.0","ronie","D: Two motorcycle collided with each other 
A: Leyte Loop / Mactan Rd. AYALA
R: T/E Fernandez
I: 0
F:0
N:","Two Motorcycles","10.31396929465403","123.9091408252716"
"incident","2013-04-19 19:12:00.0","2013-04-19 19:12:00.0","ronie","D: Two motorcycles collided with each other
A: MJ. Cuenco Ave. fronting SHELL Gas station
R: T/E Cuyos
I: 0
F:0
N:","Two motorcycle","10.310137634551856","123.90826106071472"
"incident","2013-04-20 15:40:00.0","2013-04-20 16:21:00.0","kieth","D: A PUJ collided with a private sedasn 
A: Banilad / Cross Roads
R: miner 22
I: 0
F:0
N:","PUJ - Private sedan","10.328482735688858","123.90891551971436"
"incident","2013-04-20 16:20:00.0","2013-04-20 16:50:00.0","kieth","D:Two private vehicles collided with each other
A: SM Mall gate 4
R: T/E Rojas
I: 0
F:0 
N: parties agreed to settle amicably
","Private sedan - Private sedan","10.312407080737612","123.92032027244568"
"incident","2013-04-20 17:13:00.0","2013-04-20 17:13:00.0","ronie","D: two taxis collided with each other
A: Kaoshiung st. / SM gate 7
R: T/E Cuyos, S.
I: 0
F:0
N:","taxi and taxi","10.312977078605218","123.91939759254454"
"incident","2013-04-20 20:34:00.0","2013-04-20 20:34:00.0","ronie","D: a PUJ and a taxi collided with each other
A: C. Rosal St. / Molave St.
R: Car 504
I:0
F:0
N:","Taxi and a PUJ","10.320830277491686","123.90119075775145"
"incident","2013-04-21 19:00:00.0","2013-04-21 19:00:00.0","ronie","D: a motorcycle got hit by a Toyota Innova
A: T.Padilla fronting Shell Gas Station
R: Miner 15
I:0
F:0
N:","A Toyota Innova and a motorcycle","10.301650816487818","123.90663027763365"
"incident","2013-04-21 20:18:00.0","2013-04-21 20:18:00.0","ronie","D: collision between a multicab van and a Toyota Rev-O SUV
A: Queens Road fronting Redemtorist church
R: miner 20
I:0
F:0
N:","A Multicab and a Toyota Rev-O.","10.312554858061624","123.89816522598265"
"incident","2013-04-22 16:16:00.0","2013-04-22 16:16:00.0","ronie","D: a delivery van collided with a taxi.
A: Panagdait / Mabolo near Sykes
R: T/E Soco
I:0
F:0
N:","A delivery van and a taxi","10.32549566036884","123.91936540603636"
"incident","2013-04-22 18:32:00.0","2013-04-22 18:32:00.0","ronie","D: A motorcycle collided with a taxi
A: Mambaling / C.Padilla
R: T/E Tamara
I:0
F:0
N:","Motorcycle and a taxi.","10.290788622719067","123.87756586074829"
"incident","2013-04-06 07:04:00.0","2013-04-06 07:04:00.0","ronie","D - PUJ and Private vehicle
A - Banawa Jollibee
R - Miner 8
I - 0
F - 0
N - 354-13 / 13","Collision between PUJ and private vehicle","10.315679276676422","123.88534426689148"
"incident","2013-04-06 07:29:00.0","2013-04-06 07:29:00.0","ronie","D - Both Taxi collided with each other
A - Pier 4 / 2GO
R - Miner 17
I - 0
F - 0
N - 354-13 / 14-15","Collision between both taxi","10.30136580743706","123.9100956916809"
"incident","2013-04-06 12:33:00.0","2013-04-06 12:33:00.0","ronie","D - Van and private vehicle collided with each other
A - V. Rama / J. Alcantara
R - Miner 21
I - 0
F - 0
N - ","Collision between a van and private vehicle","10.298505146766823","123.88771533966064"
"incident","2013-04-24 15:20:00.0","2013-04-24 15:20:00.0","ronie","D: A pedestrian got hit by a motorcyle
A: A. Soriano fronting Mabolo Police Station
R: T/E Gako, L.
I: 1 female / age not indicated
F:0
N:350-13 / 111","A pedestrian got hit by a motorcycle.","10.312217081219123","123.91599655151367"
"incident","2013-04-24 16:13:00.0","2013-04-24 16:13:00.0","ronie","D: A KIA Sportage collided with a Honda Civic sedan
A: SRP near Filinvest
R: T/E Usman
I:0
F:0
N:","A Honda Civic sedan and a KIA Sportage SUV.","10.280200526859048","123.88191103935242"
"incident","2013-04-07 12:57:00.0","2013-04-07 12:57:00.0","ronie","D -PUJ collided with Private vehicle
A -Int. J.Y. Square/Gorordo
R -T/E Bola bola
I -
F -
N -352-13/57-58","","10.331195355471804","123.89809012413023"
"incident","2013-04-07 13:00:00.0","2013-04-07 13:00:00.0","ronie","D - private vehicle (pick-up) crashed into a government property
A - CentCom Compound
R - Miner 1
I - 0
F - 0
N - ","Private vehicle (pick-up) crashed into a government property","10.334361808093908","123.9019203186035"
"incident","2013-04-24 16:55:00.0","2013-04-24 16:55:00.0","ronie","D: A motorcycle collided with a taxi
A: Magallanes fronting USJ-R (University) gate.
R: T/E Francisco
I:0
F:0
N:","A taxi and a motorcycle.","10.293512123348325","123.89701724052429"
"incident","2013-04-08 07:39:00.0","2013-04-08 07:39:00.0","ronie","D - Taxi and motorcycle collided with each other
A - Nasipit / Resto bar
R - T/E Codilla
I - 0
F - 0
N - 338-12 / 403","Taxi and Motorcycle collided with each other","10.354256954869538","123.91450524330139"
"incident","2013-04-07 14:00:00.0","2013-04-07 14:00:00.0","ronie","D - PUJ and Auto collided with each other.
A - Leon Kilat/Borromeo
R -Miner 18
I -
F -
N -","PUJ and Auto","10.29541222614307","123.89655590057372"
"incident","2013-04-08 20:19:00.0","2013-04-08 20:19:00.0","ronie","D -Auto and Taxi collided with each other.
A -Water Front Hotel
R -Miner 1
I -
F -
N -338-12/402","Auto and Taxi","10.327564450537205","123.90514969825746"
"incident","2013-04-08 20:53:00.0","2013-04-08 08:53:00.0","ronie","D - Taxi and Ford collided with each other.
A -Basak/South Road
R -T/E Limbaga
I -
F -
N -","Taxi and Ford","10.288592915175158","123.86574268341063"
"incident","2013-04-08 22:25:00.0","2013-04-08 10:25:00.0","ronie","D - Multicab and Truck collided with each other
A - S. Osmeña/natasha
R - Miner 1
I -
F -
N -","Multicab and Truck","10.301640260601653","123.91029953956603"
"incident","2013-04-08 12:46:00.0","2013-04-08 12:46:00.0","ronie","D - Pedestrian got hit by a motorcyle 
A - Katipunan
R - T/E Legarde
I - 
F -
N -  ","Pedestrian got hit by a motorcyle","10.297966790749957","123.88509750366211"
"incident","2013-04-08 14:16:00.0","2013-04-08 14:16:00.0","ronie","D - private vehicle and taxi collided with each other 
A - E-mall
R - T/E Camero
I - 0
F - 0
N - ","private vehicle and taxi collided with each other","10.298747934473697","123.89535427093504"
"incident","2013-04-09 09:23:00.0","2013-04-09 09:23:00.0","ronie","D - Motorcycle and private vehicle collided with each other 
A - St. Jude / Bulacao
R - T/E Vidal / Macasuhot
I - 0
F - 0
N - 355-13 / 10","Collision between motorcycle and private vehicle","10.274985521664135","123.85080814361572"
"incident","2013-04-09 14:53:00.0","2013-04-09 14:53:00.0","ronie","D - a private property got hit by a private vehicle
A - L. Tudtud / Mabolo
R - Miner 9
I - 0
F - 0
N -","","10.313082633652641","123.91120076179504"
"incident","2013-04-10 07:44:00.0","2013-04-10 07:44:00.0","ronie","D - Taxi and motorcycle collided with each other
A - Tabada St.
R - T/E Labaya and Godinez
I - 1
F - 0
N - 355 - 13/13","Collision between a taxi and a motorcycle","10.286312741174154","123.87088179588318"
"incident","2013-04-10 08:08:00.0","2013-04-10 08:08:00.0","ronie","D - Auto and Taxi collided with each other
A - J.Luna / SM
R - T/E Cuyos and Gilig
I - 0
F - 0
N - 338 - 12 / 411","Collision between a private vehicle and a taxi","10.312723746347","123.91587853431702"
"incident","2013-04-10 08:25:00.0","2013-04-10 08:25:00.0","ronie","D - Motorcycle and truck collided with each other
A - Montaña / Tesda
R -T/E Miñoza
I - 0
F - 0
N - 355 - 12/14","Collision between Motorcycle and a truck
","10.323152422414635","123.9057183265686"
"incident","2013-04-10 09:45:00.0","2013-10-15 09:45:00.0","ronie","D - Taxi and a private vehicle collided with each other
A - N. Bacalso Ave / V. Rama Ave.
R - T/E Gepitulan
I - 0
F - 0
N - 355 - 13/15","Collision between a taxi and a private vehicle","10.297312317491647","123.88831615447998"
"incident","2013-04-20 17:39:00.0","2013-04-20 17:39:00.0","kieth","D: collision between a truck and a private sedan
A: S.Osmena / T,Padilla
R: Car 504
I:0
F:0
N:","truck vs private sedan","10.301714151797448","123.91028881072998"
"incident","2013-04-21 19:19:00.0","2013-04-21 19:19:00.0","ronie","D: collision between a delivery van and a multicab mini van
A: Banilad fronting Banilad Town Center (BTC)
R: Miner 22
I:0
F:0
N:","A Delivery van and a Multicab mini cvan","10.341264564191194","123.91199469566344"
"incident","2013-04-21 19:43:00.0","2013-04-21 19:43:00.0","ronie","D: collision between a PUJ and a motorcycle
A: R.Padilla / N. Bacalso Ave.
R: Car 503
I:0
F:0
N:","motorcycle and a PUJ","10.294968869848013","123.88279080390932"
"incident","2013-04-22 19:47:00.0","2013-04-22 19:47:00.0","ronie","D: A truck collided with a multicab mini van
A: J.Luna / SM Cebu Mall
R: T/E Salinas
I:0
F:0
N:","A truck and a multicab mini van.","10.312069303736607","123.91656517982483"
"incident","2013-04-22 21:40:00.0","2013-04-22 21:40:00.0","ronie","D: A motorcycle collided with a taxi
A: Bacayan / near Villa Del Rio Subd. entrance
R: Car 501
I:0
F:0
N:","A motorcycle and a taxi.","10.391099220673611","123.92166137695311"
"incident","2013-04-23 15:51:00.0","2013-04-23 15:51:00.0","ronie","D: A taxi collided with a private sedan
A: Juan Luna fronting Seminary
R: Car 501
I:0
F:0
N:","A taxi and a private vehicle.","10.321210266015635","123.91032099723816"
"incident","2013-04-24 15:18:00.0","2013-04-24 15:18:00.0","ronie","D: A motorcycle collided with a taxi
A: M.C Briones fronting Prince Warehouse Club Store.
R: T/E Maylon
I:0
F:0
N:","A motorcycle and a taxi.","10.292572623849313","123.90248894691466"
"incident","2013-04-06 14:40:00.0","2013-04-06 14:40:00.0","ronie","D -Both private vehicle collided with each other 
A - S. Osmeña / Maxilom
R - Car 502
I - 0
F - 0
N - 338-12 / 401","Collision between both private vehicle","10.303656428446617","123.91278862953185"
"incident","2013-04-07 09:25:00.0","2013-04-07 09:25:00.0","ronie","D - Taxi crashed into a Tree 
A - Busay / Tops
R - Car 502
I - 0
F - 0
N - ","Taxi crashed into a Tree","10.370900360108992","123.87535572052002"
"incident","2013-04-24 15:23:00.0","2013-04-24 15:23:00.0","ronie","D: A motorcycle collided with a delivery van
A: MJ Cuenco Ave. / Mactan rd. AYALA access rd.
R: T/E Cuyos, P
I:0
F:0
N:","A motorcycle and a delivery van.","10.311837081838249","123.90984892845152"
"incident","2013-04-07 10:19:00.0","2013-04-07 10:19:00.0","ronie","D - Motorcycle and Bicycle collided with each other
A - Jakosalem St. / Concord
R - Miner12
I - 0
F - 0
N - ","Collision between motorcycle and a bicycle","10.300489666889618","123.9014482498169"
"incident","2013-04-24 17:31:00.0","2013-04-24 17:31:00.0","ronie","D: A pedestrian got hit by a PUJ
A: N.Bacalso Ave. / V.Rama
R: T/E Elarcosa
I: 1 male / 52 y.o.
F:0
N:357-13 / 06","PUJ and a pedestrian.","10.29732287352272","123.8883054256439"
"incident","2013-04-24 18:04:00.0","2013-04-24 18:04:00.0","ronie","D: A Mitsubishi Strada Ppick up collided with a Suzuki Swift sedan.
A: Arlington Pond near Mc. Donald's 
R: T/E Garces
I: 0
F:0
N:
N:","A Mitsubishi Pick up and a Suzuki sedan","10.307266497807962","123.8944959640503"
"incident","2013-04-08 07:44:00.0","2013-04-08 07:44:00.0","ronie","D - Taxi and PUJ collided with each other
A - N. Bacalso Avenue / Tabada
R - T/E Labaya
I - 0
F - 0
N - 338-12 / 402","Collision between a taxi and a PUJ","10.290081353206894","123.87423992156981"
"incident","2013-04-06 13:00:00.0","2013-04-06 13:00:00.0","ronie","D - Pedestrian hit by PUJ.
A - N. ESCARIO ST/Cebu Provincial Capitol
R -Miner 12
I - 1 male/ 1 female age is not indecated
F -
N -","","10.316228157825462","123.89095544815062"
"incident","2013-04-24 18:09:00.0","2013-04-24 18:09:00.0","ronie","D: A Hyundai sedan collided with a Honda CRV SUV
A: Acacia st. fronting AutoLab Auto shop
R:T/E Batandolo, Rex
I:0
F:0
N:","A Honda CRV and Hyundai sedan.","10.318465894142754","123.90096545219421"
"incident","2013-04-08 10:07:00.0","2013-04-08 10:07:00.0","ronie","D - both taxi collided with each other
A - Barangay Luz / Flyover 
R - T/E Arellano /  Gonzalez
I - 0
F - 0
N - 335-12 / 498-499","Collision between both taxi","10.323849062548875","123.90607237815856"
"incident","2013-04-08 12:07:00.0","2013-04-08 12:07:00.0","ronie","D - taxi and private vehicle collided with each other
A - Ayala Cardinal Rosales
R - Miner 11
I - 0
F - 0
N - 338-12 / 406","Collision between taxi and private vehicle","10.316196491631343","123.90575051307677"
"incident","2013-04-24 23:44:00.0","2013-04-24 23:44:00.0","ronie","D: collision between a motorcycle and a Chevy Captiva SUV
A: Gorordo Ave. fronting CCPO
R:Car 503
I: 1 male / age not indicated
F:0
N:","A motorcycle and a private vehicle.","10.31249152493126","123.90315413475037"
"incident","2013-04-25 16:17:00.0","2013-04-25 16:17:00.0","ronie","D: A multicab min van collided with a KIA Rio sedan.
A: Sancianko / Osmena Blvd.
R: T/E Bayubay
I:0
F:0
N:","A multicab mini van and a private sedan.","10.297671222349878","123.89747858047485"
"incident","2013-04-10 07:35:00.0","2013-04-10 07:35:00.0","ronie","D - Both motorcycles collide with each other
A - Mactan Road / M.J. Cuenco
R - T / E Batandolo
I - 0
F - 0
N - ","Collision between 2 motorcycles","10.312153748020823","123.90959143638611"
"incident","2013-04-25 17:34:00.0","2013-04-25 17:34:00.0","ronie","D: Collision between a delivery van a taxi, a motorcycle and a private sedan.
A: Juan Luna fronting Seminary
R: T/E Artes
I: 1 female / 65 y.o
F:0
N: 353-13 / 90","A delivery van, a taxi, a motorcycle and a private sedan.","10.321020271811024","123.91044974327087"
"incident","2013-04-25 18:39:00.0","2013-04-25 18:39:00.0","ronie","D: collision between a PUJ and a taxi
A: Jakosalem / Magallanes
R: T/E Bayubay
I:0
F:0
N:","A taxi and a PUJ","10.293828807942228","123.9013087749481"
"incident","2013-04-10 10:40:00.0","2013-04-10 10:40:00.0","ronie","D - Taxi and Truck collided with each other
A - F. Cabahug / P. Almendras St.\
R - T/E Soco
I - 0
F - 0
N - ","Collision between a taxi and a truck","10.321379149656728","123.91215562820433"
"incident","2013-04-25 10:53:00.0","2013-04-25 11:22:00.0","ivan","D: Two private vehicles collided with each other
A: F.Ramos fronting Metro Bank
R: Miner 12
I:0
F:0
N:","Traffic collision involving two private vehicle","10.3055670258632","123.89766097068787"
"-","2013-04-25 10:55:45.841",,"ivan",,"attended by M12 T/E Pilare",
"incident","2013-04-25 12:11:00.0","2013-04-25 12:27:00.0","ivan","D: Two motorcycles collided with each other
A: V.Rama / B. Rodriguez
R: Cruiser Team
I:0
F:0
N:","traffic collission involving two motorcycle","10.307804837940731","123.8866639137268"
"incident","2013-04-25 19:36:00.0","2013-04-25 19:36:00.0","brian","D: Collision between a Toyota Corolla and a Mitsubishj Adventure SUV
A: Jakosalem / RR. Landon
R: Miner 20
I:0
F:0
N:","Two private vehicles.","10.30338197703755","123.90018224716185"
"incident","2013-04-20 20:09:00.0","2013-04-20 20:09:00.0","ronie","D: collision between a motorcycle and a Multicab mini van
A: Basak South Road near Fooda Store
R: Car 503
I:0
F:0
N:","motorcycle and a Multicab","10.289806889984215","123.8728129863739"
"incident","2013-04-22 17:04:00.0","2013-04-22 17:04:00.0","ronie","D: collision between a KIA Sorento and a Toyota sedan
A: Banilad / Mahiga bridge
R: T/E Daga-ang
I;0
F:0
N:","A Sorento SUV and Toyota Sedan","10.340114115376922","123.91175866127014"
"incident","2013-04-22 17:55:00.0","2013-04-22 17:55:00.0","ronie","D: collision between two private vehicles
A: Don.M. Cui st. fronting Larsian BBQ
R: Miner 20
I;0
F:0
N:","Collision between two private vehicles.","10.309588742785857","123.89197468757631"
"incident","2013-04-22 18:07:00.0","2013-04-22 18:07:00.0","ronie","D: Collision between a KIA Sportage SUV and a Honda sedan
A: Juana Osmena / near Vacation Hotel
R: T/E Abayata
I;0
F:0
N:","A KIA Sportage SUV and a Honda sedan.","10.315109283700979","123.89404535293579"
"incident","2013-04-22 18:28:00.0","2013-04-22 18:28:00.0","ronie","D: Collision between two private vehicles
A: RR. Landon st Extn. / Beside Police Station 2
R: T/E Garces
I:0
F:0
N:","Collision between two private vehicles.","10.302051939900512","123.89556884765625"
"incident","2013-04-23 15:29:00.0","2013-04-23 15:29:00.0","ronie","D: A motorcycle collided with a private sedan
A: S. Osmena near PCSO office
R: Miner 3
I:0
F:0
N:","motorcycle and a private sedan","10.30621092625005","123.91571760177612"
"incident","2013-04-06 11:30:00.0","2013-04-06 11:30:00.0","ronie","D - Both Private vehicle collided with each other
A - Osmeña Blvd. / A. Pond St.
R - Miner 8
I - 0
F - 0
N - 350-13 / 100","Collision between both private vehicle","10.30709760659636","123.89407753944397"
"incident","2013-04-23 16:36:00.0","2013-04-23 16:36:00.0","ronie","D: A taxi collided with a Honda Jazz sedan.
A: Imus New Rd. near Dep-Ed office
R: Miner 3
I:0
F:0
N:","A taxi and a Honda Jazz.","10.30338197703755","123.90295028686523"
"incident","2013-04-06 11:39:00.0","2013-04-06 11:39:00.0","ronie","D - taxi, motorcycle, and truck collided with each other
A - J. Luna / J. De Vera St.
R - Car 503
I - 0
F - 0
N - ","Collision between a taxi, motorcycle and a truck","10.31099263712791","123.91728401184082"
"incident","2013-04-23 19:59:00.0","2013-04-23 19:59:00.0","ronie","D: A motorcycle collided with a multicab mini van
A: Colon St. fronting Mc. Donald's fast food chain. 
R: T/E Villanueva
I: 0
F:0
N:","A multicab mini van and a motorcycle.","10.296436165680932","123.89824032783508"
"incident","2013-04-06 11:37:00.0","2013-04-06 11:37:00.0","ronie","D - Both Private vehicles collided with each other.
A - OSM. Blvd/ PLDT
R - Miner 19
I -
F -
N -353-12/45","Collision both private vehicles","10.305503691327846","123.89468908309937"
"incident","2013-04-23 21:27:00.0","2013-04-23 21:27:00.0","ronie","D: Two PUJ's collided with each other
A: inside AYALA PUJ terminal.
R: Car 501
I:0
F:0
N:","Two PUJ's","10.31886699614072","123.90339016914368"
"incident","2013-04-06 13:47:00.0","2013-04-06 13:47:00.0","ronie","D - Truck and taxi collided with each other 
A - F. Cabahug / J. Luna
R - Car 522 / T/E Minoza R.
I - 0
F - 0
N - ","Collision between truck and taxi","10.320619172557864","123.91079306602478"
"incident","2013-04-08 08:24:00.0","2013-04-08 08:24:00.0","ronie","D -Both private vehicle 
A - Pelaez / Colon
R - T/ E Gako
I - 0
F - 0
N - 348-13 / 336-337","Collision between both private vehicle","10.296721179187687","123.89900207519531"
"incident","2013-04-24 19:28:00.0","2013-04-24 19:28:00.0","ronie","D: A Toyota Vios sedan collided with a Toyota Corolla sedan.
A: Juan Luna fronting old Mabolo Police station
R: T/E Dela Cruz
I:0
F:0
N:","Two private vehicles.","10.314053738428697","123.91473054885863"
"incident","2013-04-08 09:50:00.0","2013-04-08 09:50:00.0","ronie","D - Both private vehicle collided with each other
A - Perpetual Succor Hospital / Parking lot
R - T/E Sabucido
I - 0
F - 0
N - 348-13 / 340-341","Collision between both private vehicle","10.314739843258256","123.89974236488341"
"incident","2013-04-24 20:03:00.0","2013-04-24 20:03:00.0","ronie","D: A taxi collided with a Hyundai Tucson SUV
A: Juana Osmena / Gen. Maxilom
R: Car 502
I:0
F:0
N:","A taxi and a private SUV","10.31034874651483","123.89542937278746"
"incident","2013-04-24 21:15:00.0","2013-04-24 21:15:00.0","ronie","D: collision between two private vehicles.
A: Banilad  fronting BTC
R: Miner 22
I:0
F:0
N:","Two private vehicles.","10.341201236843157","123.9119303226471"
"incident","2013-04-09 07:47:00.0","2013-04-09 07:47:00.0","ronie","D - motorcycle and taxi collided with each other
A - N. Escario / Camputhaw
R - T/E Sabucido
I - 0
F - 0
N - 338-12 / 407","motorcycle and taxi collided with each other","10.3181281236427","123.89802575111389"
"incident","2013-04-25 02:41:00.0","2013-04-25 02:41:00.0","ronie","D: A motorcycle collided with a Toyota Innova
A: Gen. Maxilom Ave. fronting Iglesia ni Cristo church
R: Car 505
I: 2 male / 29 and 30 y.o.
F:0
N:345-12 / 71","A Toyota Innova and a motorcycle.","10.311509859781708","123.89954924583436"
"incident","2013-04-09 13:33:00.0","2013-04-09 13:33:00.0","ronie","D - L300 van and private vehicle collided with each other
A - Osmeña Blvd. / V. Urgello
R - T/E Debalucos
I - 0
F - 0
N - 338-12 / 408","Collision between L300 van and a private vehicle","10.305535358597107","123.8946783542633"
"incident","2013-04-25 06:49:00.0","2013-04-25 06:49:00.0","ronie","D: A motorcycle collided with a multicab min van.
A: Bulacao fronting 'AA' BBQ
R: T/E Sarvida
I:0
F:0
N:","A motorcycle and a multicab mini van.","10.275450019545369","123.85121583938599"
"incident","2013-04-09 02:51:00.0","2013-04-09 02:51:00.0","ronie","D - Auto and a van collided with each other
A - MJ. Cuenco /  New Road
R - Miner 22
I - 0
F - 0
N - 355 - 13 / 12","Collision between auto and a van","10.305873142604634","123.90509605407713"
"incident","2013-04-25 06:59:00.0","2013-04-25 06:59:00.0","ronie","D: A pedestrian got hit by police mobile car.
A: M. Gochan / Mambaling
R: T/E Aytona
I: 1 male / age not indicated
F:0
N: 338-12 / 455","A pedestrian got hit by a police mobile car.","10.291506446871772","123.87749075889587"
"incident","2013-04-25 15:45:00.0","2013-04-25 15:45:00.0","ronie","D: Collision between a Bus and a KIA Rio sedan
A: Pardo Pob. fronting church
R: T/E Villaner
I:0
F:0
N:","A bus and a KIA sedan.","10.280105517412755","123.85600090026857"
"incident","2013-04-10 07:32:00.0","2013-04-10 07:32:00.0","ronie","D - Both mtorcycles collided with each other
A - Tagunol St. 
R - Miner 8
I - 1
F - 0
N - ","Collision between 2 motorcycles","10.286523869088349","123.87093544006346"
"incident","2013-04-10 11:07:00.0","2013-04-10 11:07:00.0","ronie","D - Toyota Tamara Wagon and a Mitsubishi L - 300 van collided with each other\
A - N. Escario St. in front of Shell
R - T/E Fernandez
I - 0
F - 0
N - 
","Collision between 2 private vehicles","10.317283695806578","123.8941740989685"
"incident","2013-04-06 14:53:00.0","2013-04-06 14:53:00.0","ronie","D - Both PUJ Collide with each other.
A - MJ. Cuenco/Manalili
R - Car 503
I -
F -
N -","Both PUJ collided with each other","10.296573394438557","123.90573978424071"
"incident","2013-04-26 17:05:00.0","2013-04-26 17:05:00.0","brian","D: collision between two PUJ's
A: Sancianko / Junquera
R: Eagle 5
I:0
F:0
N:","Two PUJ's","10.298832382327934","123.89995694160461"
